,date,pm25,pm10,o3,no2,so2,co,AQI_PM25,AQI_PM10,AQI
1372,8/2/2024,15,27,2,1,3,2,25,27,27
1373,8/3/2024,51,28,3,1,3,2,84.79310345,28,84.79310345
1374,8/4/2024,58,30,7,1,3,3,96.62068966,30,96.62068966
1375,8/5/2024,63,26,3,1,3,3,107.8275862,26,107.8275862
1376,8/6/2024,58,29,2,1,3,2,96.62068966,29,96.62068966
1377,8/7/2024,59,34,2,1,2,2,98.31034483,34,98.31034483
1378,8/8/2024,64,35,5,1,3,2,111.2413793,35,111.2413793
1379,8/9/2024,63,32,11,1,3,2,107.8275862,32,107.8275862
1380,8/10/2024,60,29,2,1,3,2,100,29,100
1381,8/11/2024,54,34,2,1,3,3,89.86206897,34,89.86206897
1382,8/12/2024,62,45,7,1,3,3,104.4137931,45,104.4137931
1383,8/13/2024,81,64,9,1,3,3,169.2758621,64,169.2758621
1384,8/14/2024,88,50,7,1,3,4,193.1724138,50,193.1724138
1385,8/15/2024,93,44,26,1,3,2,207.8275862,44,207.8275862
1386,8/16/2024,111,40,2,2,4,2,269.2758621,40,269.2758621
1387,8/17/2024,75,36,4,2,4,3,148.7931034,36,148.7931034
1388,8/18/2024,86,40,8,2,2,3,186.3448276,40,186.3448276
1389,8/19/2024,94,33,17,1,4,4,211.2413793,33,211.2413793
1390,8/20/2024,70,26,6,1,3,3,131.7241379,26,131.7241379
1391,8/21/2024,77,21,9,1,4,2,155.6206897,21,155.6206897
1392,8/22/2024,39,31,11,1,5,2,64.51724138,31,64.51724138
1393,8/23/2024,58,33,5,1,5,2,96.62068966,33,96.62068966
1394,8/24/2024,57,25,2,1,5,2,94.93103448,25,94.93103448
1395,8/25/2024,60,20,3,1,4,2,100,20,100
1396,8/26/2024,47,20,4,2,5,2,78.03448276,20,78.03448276
1397,8/27/2024,50,22,4,2,4,2,83.10344828,22,83.10344828
1398,8/28/2024,56,18,6,1,4,3,93.24137931,18,93.24137931
1399,8/29/2024,53,19,7,1,5,2,88.17241379,19,88.17241379
1400,8/30/2024,52,20,2,1,4,2,86.48275862,20,86.48275862
1401,8/31/2024,55,15,3,1,4,2,91.55172414,15,91.55172414
1402,9/1/2024,50,26,2,1,4,2,83.10344828,26,83.10344828
1403,9/2/2024,61,22,3,1,4,2,101,22,101
1404,9/3/2024,56,31,2,1,4,2,93.24137931,31,93.24137931
1405,9/4/2024,66,28,3,1,4,2,118.0689655,28,118.0689655
1406,9/5/2024,63,29,2,1,4,2,107.8275862,29,107.8275862
1407,9/6/2024,65,32,2,1,4,2,114.6551724,32,114.6551724
1408,9/7/2024,67,24,2,1,6,2,121.4827586,24,121.4827586
1409,9/8/2024,60,28,2,1,6,2,100,28,100
1410,9/9/2024,64,22,4,1,5,2,111.2413793,22,111.2413793
1411,9/10/2024,58,26,2,1,4,2,96.62068966,26,96.62068966
1412,9/11/2024,62,25,2,1,4,3,104.4137931,25,104.4137931
1413,9/12/2024,61,31,2,1,2,3,101,31,101
1414,9/13/2024,66,38,2,1,3,2,118.0689655,38,118.0689655
1415,9/14/2024,73,30,2,1,3,2,141.9655172,30,141.9655172
1416,9/15/2024,65,29,8,1,4,2,114.6551724,29,114.6551724
1417,9/16/2024,65,32,2,1,4,2,114.6551724,32,114.6551724
1418,9/17/2024,63,46,3,1,4,3,107.8275862,46,107.8275862
1419,9/18/2024,70,47,3,1,2,2,131.7241379,47,131.7241379
1420,9/19/2024,73,43,3,1,3,3,141.9655172,43,141.9655172
1421,9/20/2024,79,39,2,1,4,3,162.4482759,39,162.4482759
1422,9/21/2024,73,26,14,1,5,3,141.9655172,26,141.9655172
1423,9/22/2024,63,29,2,1,3,3,107.8275862,29,107.8275862
1424,9/23/2024,59,24,2,1,3,2,98.31034483,24,98.31034483
1425,9/24/2024,50,24,2,1,4,2,83.10344828,24,83.10344828
1426,9/25/2024,50,26,2,1,4,2,83.10344828,26,83.10344828
1427,9/26/2024,55,27,2,1,5,2,91.55172414,27,91.55172414
1428,9/27/2024,59,30,4,1,4,2,98.31034483,30,98.31034483
1429,9/28/2024,65,44,2,1,4,2,114.6551724,44,114.6551724
1430,9/29/2024,79,56,4,1,5,3,162.4482759,56,162.4482759
1431,9/30/2024,97,48,5,1,2,3,221.4827586,48,221.4827586
1432,10/1/2024,104,34,18,1,4,2,245.3793103,34,245.3793103
1433,10/2/2024,88,18,6,1,2,3,193.1724138,18,193.1724138
1434,10/3/2024,66,20,4,1,3,2,118.0689655,20,118.0689655
1435,10/4/2024,68,18,5,1,2,2,124.8965517,18,124.8965517
1436,10/5/2024,55,40,2,1,2,3,91.55172414,40,91.55172414
1437,10/6/2024,84,69,2,1,2,3,179.5172414,69,179.5172414
1438,10/7/2024,143,50,2,1,2,3,317.8837209,50,317.8837209
1439,10/8/2024,102,48,4,1,2,3,238.5517241,48,238.5517241
1440,10/9/2024,86,46,2,1,2,2,186.3448276,46,186.3448276
1441,10/10/2024,101,41,2,1,3,3,235.137931,41,235.137931
1442,10/11/2024,93,33,1,1,3,3,207.8275862,33,207.8275862
1443,10/12/2024,69,31,2,1,2,3,128.3103448,31,128.3103448
1444,10/13/2024,65,28,2,1,2,2,114.6551724,28,114.6551724
1445,10/14/2024,62,18,2,1,3,2,104.4137931,18,104.4137931
1446,10/15/2024,56,18,2,1,4,2,93.24137931,18,93.24137931
1447,10/16/2024,58,24,2,1,4,3,96.62068966,24,96.62068966
1448,10/17/2024,57,29,4,1,4,3,94.93103448,29,94.93103448
1449,10/18/2024,56,29,2,1,4,2,93.24137931,29,93.24137931
1450,10/19/2024,70,34,3,1,3,3,131.7241379,34,131.7241379
1451,10/20/2024,81,36,3,1,5,3,169.2758621,36,169.2758621
1452,10/21/2024,85,34,2,1,4,1,182.9310345,34,182.9310345
1453,10/22/2024,73,47,2,1,3,2,141.9655172,47,141.9655172
1454,10/23/2024,104,47,3,1,4,1,245.3793103,47,245.3793103
1455,10/24/2024,102,59,4,1,3,3,238.5517241,59,238.5517241
1456,10/25/2024,131,79,6,1,3,2,308.6744186,79,308.6744186
1457,10/26/2024,165,71,5,1,3,3,334.7674419,71,334.7674419
1458,10/27/2024,152,74,6,1,2,2,324.7906977,74,324.7906977
1459,10/28/2024,154,62,4,1,2,3,326.3255814,62,326.3255814
1460,10/31/2024,153,88,3,1,4,3,325.5581395,88,325.5581395
1461,1/17/2025,155,77,17,21,8,5,327.0930233,77,327.0930233
1462,1/18/2025,149,56,2,14,3,2,322.4883721,56,322.4883721
1463,1/19/2025,99,59,4,14,4,3,228.3103448,59,228.3103448
1464,1/20/2025,84,73,2,18,4,3,179.5172414,73,179.5172414
1465,1/21/2025,129,72,2,19,4,3,307.1395349,72,307.1395349
1466,1/22/2025,118,69,3,18,5,3,293.1724138,69,293.1724138
1467,1/23/2025,113,66,2,20,4,3,276.1034483,66,276.1034483
1468,1/24/2025,100,68,2,22,4,4,231.7241379,68,231.7241379
1469,1/25/2025,106,40,1,21,4,2,252.2068966,40,252.2068966
1470,1/26/2025,60,59,3,22,5,3,100,59,100
1471,1/27/2025,92,87,29,21,4,3,204.4137931,87,204.4137931
1472,1/28/2025,132,95,7,22,4,3,309.4418605,95,309.4418605
1473,1/29/2025,138,81,7,21,4,3,314.0465116,81,314.0465116
1474,1/30/2025,126,50,3,20,4,3,304.8372093,50,304.8372093
1475,1/31/2025,73,52,6,20,4,3,141.9655172,52,141.9655172
1476,2/1/2025,78,45,4,22,4,3,159.0344828,45,159.0344828
1477,2/2/2025,69,46,2,23,4,3,128.3103448,46,128.3103448
1478,2/3/2025,71,58,2,24,5,3,135.137931,58,135.137931
1479,2/4/2025,88,86,12,23,4,3,193.1724138,86,193.1724138
1480,2/5/2025,130,64,5,21,4,3,307.9069767,64,307.9069767
1481,2/6/2025,95,69,3,22,4,3,214.6551724,69,214.6551724
1482,2/7/2025,108,81,3,23,4,2,259.0344828,81,259.0344828
1483,2/8/2025,150,89,4,24,4,2,323.255814,89,323.255814
1484,2/9/2025,156,92,3,23,4,3,327.8604651,92,327.8604651
1485,2/10/2025,162,76,3,25,4,3,332.4651163,76,332.4651163
1486,2/11/2025,123,69,4,23,3,4,302.5348837,69,302.5348837
1487,2/12/2025,99,76,8,24,3,4,228.3103448,76,228.3103448
1488,2/13/2025,122,64,3,22,3,1,301.7674419,64,301.7674419
1489,2/14/2025,99,80,3,23,4,3,228.3103448,80,228.3103448
1490,2/15/2025,127,70,15,20,4,3,305.6046512,70,305.6046512
1491,2/16/2025,114,67,13,21,3,3,279.5172414,67,279.5172414
1492,2/17/2025,113,66,7,22,3,2,276.1034483,66,276.1034483
1493,2/18/2025,105,70,6,24,3,2,248.7931034,70,248.7931034
1494,2/19/2025,109,72,2,25,3,3,262.4482759,72,262.4482759
1495,2/20/2025,114,71,25,21,3,3,279.5172414,71,279.5172414
1496,2/21/2025,110,75,34,18,4,2,265.862069,75,265.862069
1497,2/22/2025,116,75,11,21,4,2,286.3448276,75,286.3448276
1498,2/23/2025,107,69,5,19,3,3,255.6206897,69,255.6206897
1499,2/24/2025,106,63,8,19,3,4,252.2068966,63,252.2068966
1500,2/25/2025,98,61,3,19,3,2,224.8965517,61,224.8965517
1501,2/26/2025,90,63,5,21,4,3,200,63,200
1502,2/27/2025,96,57,4,21,4,3,218.0689655,57,218.0689655
1503,2/28/2025,82,55,4,19,4,3,172.6896552,55,172.6896552
1504,3/1/2025,73,52,5,19,4,2,141.9655172,52,141.9655172
1505,3/2/2025,72,59,13,19,4,3,138.5517241,59,138.5517241
1506,3/3/2025,78,70,8,22,3,3,159.0344828,70,159.0344828
1507,3/4/2025,99,84,9,24,3,2,228.3103448,84,228.3103448
1508,3/5/2025,135,77,16,21,3,2,311.744186,77,311.744186
1509,3/6/2025,137,90,18,24,4,3,313.2790698,90,313.2790698
1510,3/7/2025,139,88,17,26,4,3,314.8139535,88,314.8139535
1511,3/8/2025,149,87,20,24,3,2,322.4883721,87,322.4883721
1512,3/9/2025,149,64,8,21,4,2,322.4883721,64,322.4883721
1513,3/10/2025,98,54,3,19,4,2,224.8965517,54,224.8965517
1514,3/11/2025,69,37,3,19,4,3,128.3103448,37,128.3103448
1515,3/12/2025,38,42,6,21,4,3,62.82758621,42,62.82758621
1516,3/13/2025,52,58,10,23,4,3,86.48275862,58,86.48275862
1517,3/14/2025,87,67,16,24,4,3,189.7586207,67,189.7586207
1518,3/15/2025,118,58,7,23,4,2,293.1724138,58,293.1724138
1519,3/16/2025,97,59,23,19,4,3,221.4827586,59,221.4827586
1520,3/17/2025,107,54,23,20,4,3,255.6206897,54,255.6206897
1521,3/18/2025,83,57,9,20,5,3,176.1034483,57,176.1034483
1522,3/19/2025,92,58,6,21,4,3,204.4137931,58,204.4137931
1523,3/20/2025,96,61,11,22,4,3,218.0689655,61,218.0689655
1524,3/21/2025,97,56,11,21,5,2,221.4827586,56,221.4827586
1525,3/22/2025,98,53,4,23,4,3,224.8965517,53,224.8965517
1526,3/23/2025,92,58,29,21,5,3,204.4137931,58,204.4137931
1527,3/24/2025,89,59,28,25,5,3,196.5862069,59,196.5862069
1528,3/25/2025,89,61,13,27,4,3,196.5862069,61,196.5862069
1529,3/26/2025,99,66,35,25,5,3,228.3103448,66,228.3103448
1530,3/27/2025,115,67,11,25,5,3,282.9310345,67,282.9310345
1531,4/10/2025,89,53,22,7,1,3,196.5862069,53,196.5862069
1532,4/11/2025,85,43,19,2,1,3,182.9310345,43,182.9310345
1533,4/12/2025,78,47,36,3,3,3,159.0344828,47,159.0344828
1534,4/13/2025,72,54,23,5,3,3,138.5517241,54,138.5517241
1535,4/14/2025,91,50,20,5,3,3,201,50,201
1536,4/17/2025,83,52,5,1,3,3,176.1034483,52,176.1034483
1537,4/18/2025,89,53,9,3,2,4,196.5862069,53,196.5862069
1538,4/19/2025,90,52,7,4,2,3,200,52,200
1539,4/20/2025,88,56,11,4,2,3,193.1724138,56,193.1724138
1540,4/21/2025,91,76,20,5,2,4,201,76,201
1541,4/22/2025,122,66,15,3,2,2,301.7674419,66,301.7674419
1542,4/23/2025,106,71,11,5,2,2,252.2068966,71,252.2068966
1543,4/24/2025,96,66,16,4,1,3,218.0689655,66,218.0689655
1544,4/25/2025,99,62,22,9,2,2,228.3103448,62,228.3103448
1545,4/26/2025,91,60,17,15,2,3,201,60,201
1546,4/27/2025,94,55,40,13,3,3,211.2413793,55,211.2413793
1547,4/28/2025,88,59,25,12,2,3,193.1724138,59,193.1724138
1548,4/29/2025,90,59,13,5,3,3,200,59,200
1549,4/30/2025,86,38,10,6,2,3,186.3448276,38,186.3448276
1550,5/1/2025,68,48,12,6,2,3,124.8965517,48,124.8965517
1551,5/2/2025,82,35,11,6,2,3,172.6896552,35,172.6896552
1552,5/3/2025,66,45,9,6,2,3,118.0689655,45,118.0689655
1553,5/4/2025,67,52,21,6,2,3,121.4827586,52,121.4827586
1554,5/5/2025,81,47,6,7,3,3,169.2758621,47,169.2758621
1555,5/6/2025,68,56,6,7,2,3,124.8965517,56,124.8965517
1556,5/7/2025,74,44,8,7,3,2,145.3793103,44,145.3793103
1557,5/8/2025,58,50,6,7,2,3,96.62068966,50,96.62068966
1558,5/9/2025,71,51,6,8,3,3,135.137931,51,135.137931
1559,5/10/2025,72,44,6,7,2,3,138.5517241,44,138.5517241
1560,5/11/2025,68,37,12,6,2,3,124.8965517,37,124.8965517
1561,5/12/2025,50,27,15,6,2,4,83.10344828,27,83.10344828
1562,5/13/2025,47,26,8,6,3,3,78.03448276,26,78.03448276
1563,5/14/2025,51,23,7,6,2,3,84.79310345,23,84.79310345
1564,5/15/2025,55,28,6,6,3,3,91.55172414,28,91.55172414
1565,5/16/2025,48,22,5,6,2,3,79.72413793,22,79.72413793
1566,5/17/2025,36,17,4,6,3,3,59.44827586,17,59.44827586
1567,5/18/2025,37,17,4,6,2,4,61.13793103,17,61.13793103
1568,5/19/2025,38,16,7,4,2,3,62.82758621,16,62.82758621
1569,5/20/2025,34,22,6,4,3,2,56.06896552,22,56.06896552
1570,5/21/2025,26,55,4,5,2,2,43.33333333,55,55
1571,5/22/2025,62,31,5,5,2,3,104.4137931,31,104.4137931
1572,5/23/2025,34,12,5,4,3,2,56.06896552,12,56.06896552
1573,5/24/2025,12,9,5,5,2,3,20,9,20
1574,5/25/2025,8,9,6,5,3,2,13.33333333,9,13.33333333
1575,5/26/2025,20,18,7,4,3,3,33.33333333,18,33.33333333
1576,5/27/2025,27,16,5,5,3,3,45,16,45
1577,5/28/2025,20,16,6,5,2,3,33.33333333,16,33.33333333
1578,5/29/2025,19,24,4,5,3,3,31.66666667,24,31.66666667
1579,5/30/2025,24,35,4,5,3,3,40,35,40
1580,5/31/2025,32,36,5,5,3,3,52.68965517,36,52.68965517
1581,6/1/2025,35,31,6,5,3,3,57.75862069,31,57.75862069
1582,6/2/2025,18,23,5,5,4,3,30,23,30
1583,6/3/2025,17,42,7,5,3,3,28.33333333,42,42
1584,6/4/2025,39,62,12,5,3,3,64.51724138,62,64.51724138
1585,6/5/2025,60,67,6,5,3,3,100,67,100
1586,6/6/2025,67,51,5,6,3,3,121.4827586,51,121.4827586
1587,6/7/2025,57,40,5,6,3,3,94.93103448,40,94.93103448
1588,6/8/2025,45,29,7,5,3,2,74.65517241,29,74.65517241
1589,6/9/2025,29,37,5,5,2,3,48.33333333,37,48.33333333
1590,6/10/2025,41,35,5,5,2,3,67.89655172,35,67.89655172
1591,6/11/2025,42,18,4,6,3,3,69.5862069,18,69.5862069
1592,6/12/2025,18,15,5,6,2,3,30,15,30
1593,6/13/2025,15,15,4,6,2,2,25,15,25
1594,6/14/2025,13,8,3,6,3,2,21.66666667,8,21.66666667
1595,6/15/2025,9,17,4,6,3,3,15,17,17
1596,6/16/2025,13,16,3,6,2,3,21.66666667,16,21.66666667
1597,6/17/2025,13,25,3,6,3,3,21.66666667,25,25
1598,6/18/2025,16,32,3,6,2,2,26.66666667,32,32
1599,6/19/2025,30,28,4,5,3,2,50,28,50
1600,6/20/2025,18,26,3,6,3,3,30,26,30
1601,6/21/2025,22,22,3,6,2,3,36.66666667,22,36.66666667
1602,6/22/2025,16,23,3,6,2,3,26.66666667,23,26.66666667
1603,6/23/2025,22,28,6,5,2,2,36.66666667,28,36.66666667
1604,6/24/2025,22,25,4,4,2,2,36.66666667,25,36.66666667
1605,6/25/2025,19,25,4,5,3,2,31.66666667,25,31.66666667
1606,6/26/2025,23,29,4,5,2,4,38.33333333,29,38.33333333
1607,6/27/2025,22,40,4,5,2,3,36.66666667,40,40
1608,6/28/2025,34,31,4,5,3,3,56.06896552,31,56.06896552
1609,6/29/2025,27,33,3,5,2,2,45,33,45
1610,6/30/2025,22,29,6,5,2,2,36.66666667,29,36.66666667
1611,7/1/2025,28,27,3,6,2,3,46.66666667,27,46.66666667
1612,7/2/2025,28,18,4,5,4,3,46.66666667,18,46.66666667
1613,7/3/2025,13,25,3,6,3,3,21.66666667,25,25
1614,7/4/2025,15,21,3,5,4,3,25,21,25
1615,7/5/2025,12,23,3,6,4,2,20,23,23
1616,7/6/2025,19,36,3,6,4,3,31.66666667,36,36
1617,7/7/2025,30,44,3,6,4,3,50,44,50
1618,7/8/2025,33,39,4,6,5,3,54.37931034,39,54.37931034
1619,7/9/2025,30,33,3,6,4,3,50,33,50
1620,7/10/2025,28,26,3,6,4,3,46.66666667,26,46.66666667
1621,7/11/2025,29,19,3,6,3,3,48.33333333,19,48.33333333
1622,7/12/2025,24,20,3,6,4,3,40,20,40
1623,7/13/2025,19,22,4,6,4,3,31.66666667,22,31.66666667
1624,7/14/2025,15,21,4,6,4,3,25,21,25
1625,7/15/2025,20,25,5,6,4,3,33.33333333,25,33.33333333
1626,7/16/2025,29,16,3,6,4,3,48.33333333,16,48.33333333
1627,7/17/2025,18,22,3,6,4,3,30,22,30
1628,7/18/2025,24,20,3,6,4,3,40,20,40
1629,7/19/2025,21,13,3,7,3,3,35,13,35
1630,7/20/2025,11,15,3,6,3,3,18.33333333,15,18.33333333
1631,7/21/2025,19,17,3,6,4,3,31.66666667,17,31.66666667
1632,7/22/2025,19,20,3,6,4,3,31.66666667,20,31.66666667
1633,7/23/2025,18,18,3,6,4,3,30,18,30
1634,7/24/2025,20,20,3,6,4,3,33.33333333,20,33.33333333
1635,7/25/2025,14,14,3,6,4,3,23.33333333,14,23.33333333
1636,7/26/2025,14,19,3,6,4,3,23.33333333,19,23.33333333
1637,7/27/2025,11,24,3,6,4,3,18.33333333,24,24
1638,7/28/2025,13,21,4,6,4,3,21.66666667,21,21.66666667
1639,7/29/2025,16,27,4,6,4,2,26.66666667,27,27
1640,7/30/2025,20,36,3,6,3,2,33.33333333,36,36
1641,7/31/2025,33,43,3,6,2,2,54.37931034,43,54.37931034
1642,8/1/2025,35,49,3,7,2,2,57.75862069,49,57.75862069
1643,8/2/2025,44,25,3,7,2,2,72.96551724,25,72.96551724
1644,8/3/2025,27,17,3,6,2,3,45,17,45
1645,8/4/2025,32,15,5,6,2,2,52.68965517,15,52.68965517
1646,8/5/2025,24,11,4,6,3,3,40,11,40
1647,8/6/2025,16,15,3,6,3,2,26.66666667,15,26.66666667
1648,8/7/2025,33,16,4,6,2,2,54.37931034,16,54.37931034
1649,8/8/2025,30,14,3,6,2,3,50,14,50
1650,8/9/2025,21,9,3,6,2,2,35,9,35
1651,8/10/2025,19,20,3,6,2,3,31.66666667,20,31.66666667
1652,8/11/2025,30,22,3,6,3,2,50,22,50
1653,8/12/2025,21,16,3,7,2,2,35,16,35
1654,8/13/2025,22,17,3,6,2,2,36.66666667,17,36.66666667
1655,8/14/2025,19,18,3,6,3,2,31.66666667,18,31.66666667
1656,8/15/2025,20,18,3,6,3,2,33.33333333,18,33.33333333
1657,8/16/2025,24,13,3,6,2,2,40,13,40
1658,8/17/2025,15,13,3,6,3,2,25,13,25
1659,8/18/2025,12,22,3,6,3,2,20,22,22
1660,8/19/2025,14,25,3,6,3,2,23.33333333,25,25
1661,8/20/2025,22,29,3,7,3,3,36.66666667,29,36.66666667
1662,8/21/2025,29,28,3,7,3,3,48.33333333,28,48.33333333
1663,8/22/2025,32,28,3,7,3,2,52.68965517,28,52.68965517
1664,8/23/2025,32,22,3,6,3,2,52.68965517,22,52.68965517
1665,8/24/2025,26,24,3,7,3,3,43.33333333,24,43.33333333
1666,8/25/2025,25,27,3,7,3,2,41.66666667,27,41.66666667
1667,8/26/2025,36,14,3,7,2,3,59.44827586,14,59.44827586
1668,8/27/2025,18,14,3,6,2,3,30,14,30
1669,8/28/2025,18,19,3,6,3,2,30,19,30
1670,8/29/2025,34,23,3,6,2,2,56.06896552,23,56.06896552
1671,8/30/2025,26,20,3,6,2,2,43.33333333,20,43.33333333
1672,8/31/2025,23,23,3,6,2,2,38.33333333,23,38.33333333
1673,9/1/2025,22,22,3,6,2,2,36.66666667,22,36.66666667
1674,9/2/2025,26,14,3,6,2,2,43.33333333,14,43.33333333
1675,9/3/2025,21,17,3,6,3,3,35,17,35
1676,9/4/2025,19,29,3,7,2,3,31.66666667,29,31.66666667
1677,9/5/2025,36,21,3,7,2,2,59.44827586,21,59.44827586
1678,9/6/2025,31,19,3,6,2,2,51,19,51
1679,9/8/2025,32,41,4,6,2,5,52.68965517,41,52.68965517
1680,9/9/2025,49,39,4,6,2,3,81.4137931,39,81.4137931
1681,9/10/2025,55,27,4,5,3,3,91.55172414,27,91.55172414
1682,9/11/2025,37,37,3,6,3,2,61.13793103,37,61.13793103
1683,9/12/2025,46,41,3,7,2,3,76.34482759,41,76.34482759
1684,9/13/2025,60,28,3,6,2,2,100,28,100
1685,9/14/2025,39,24,3,6,1,3,64.51724138,24,64.51724138
1686,9/15/2025,33,20,3,7,2,2,54.37931034,20,54.37931034
1687,9/16/2025,26,15,3,7,2,4,43.33333333,15,43.33333333
1688,9/17/2025,20,9,3,6,2,3,33.33333333,9,33.33333333
1689,9/18/2025,14,17,3,7,2,3,23.33333333,17,23.33333333
1690,9/19/2025,25,26,3,6,1,3,41.66666667,26,41.66666667
1691,9/20/2025,36,23,3,6,1,2,59.44827586,23,59.44827586
1692,9/21/2025,26,19,4,6,1,2,43.33333333,19,43.33333333
1693,9/22/2025,17,15,3,6,1,3,28.33333333,15,28.33333333
1694,9/23/2025,12,23,5,5,1,3,20,23,23
1695,9/24/2025,23,19,3,6,2,2,38.33333333,19,38.33333333
1696,9/25/2025,26,18,3,6,1,2,43.33333333,18,43.33333333
1697,9/26/2025,22,20,3,6,2,2,36.66666667,20,36.66666667
1698,9/27/2025,21,18,3,7,1,3,35,18,35
1699,9/28/2025,21,23,3,6,1,2,35,23,35
1700,9/29/2025,25,36,5,6,2,3,41.66666667,36,41.66666667
1701,11/14/2025,137,69,4,8,1,4,313.2790698,69,313.2790698
1702,11/15/2025,140,72,5,7,1,3,315.5813953,72,315.5813953
1703,11/17/2025,144,62,4,8,1,3,318.6511628,62,318.6511628
1704,11/18/2025,130,44,3,8,1,2,307.9069767,44,307.9069767
1705,11/19/2025,79,60,4,7,1,2,162.4482759,60,162.4482759
1706,11/20/2025,115,42,3,7,1,3,282.9310345,42,282.9310345
1707,11/21/2025,68,25,2,6,1,3,124.8965517,25,124.8965517
1708,11/22/2025,29,30,3,7,1,4,48.33333333,30,48.33333333
1709,11/24/2025,25,68,2,7,1,4,41.66666667,68,68
1710,11/25/2025,145,67,3,8,2,3,319.4186047,67,319.4186047
1711,11/26/2025,148,77,3,8,2,2,321.7209302,77,321.7209302
1712,11/27/2025,158,82,5,8,2,3,329.3953488,82,329.3953488
1713,11/28/2025,162,73,4,8,2,3,332.4651163,73,332.4651163
1714,11/29/2025,146,56,3,8,2,2,320.1860465,56,320.1860465
1715,11/30/2025,115,35,3,7,1,3,282.9310345,35,282.9310345
1716,12/1/2025,59,36,3,7,1,2,98.31034483,36,98.31034483
1717,12/2/2025,57,25,3,7,2,3,94.93103448,25,94.93103448
1718,12/3/2025,34,23,2,7,2,3,56.06896552,23,56.06896552
1719,12/5/2025,107,77,5,9,2,3,255.6206897,77,255.6206897
1720,12/6/2025,152,72,3,8,1,3,324.7906977,72,324.7906977
1721,12/7/2025,143,67,4,9,2,3,317.8837209,67,317.8837209
1722,12/14/2025,131,73,4,8,2,3,308.6744186,73,308.6744186
1723,12/16/2025,140,47,7,1,2,3,315.5813953,47,315.5813953
